Starting Experiments...

Epoch [3/10], Loss: 0.4659, Acc: 78.06%
Epoch [4/10], Loss: 0.4322, Acc: 79.97%
Epoch [5/10], Loss: 0.4141, Acc: 81.12%
Epoch [6/10], Loss: 0.3955, Acc: 82.42%
Epoch [7/10], Loss: 0.3762, Acc: 83.10%
Epoch [8/10], Loss: 0.3685, Acc: 83.64%
Epoch [9/10], Loss: 0.3608, Acc: 84.19%
Epoch [10/10], Loss: 0.3474, Acc: 84.77%
Test Accuracy: 82.38%

--- Config: Act=leaky_relu, Init=random, Optim=adam ---
Epoch [1/10], Loss: 0.6227, Acc: 65.59%
Epoch [2/10], Loss: 0.5432, Acc: 72.45%
Epoch [3/10], Loss: 0.4992, Acc: 75.75%
Epoch [4/10], Loss: 0.4575, Acc: 78.50%
Epoch [5/10], Loss: 0.4254, Acc: 80.77%
Epoch [6/10], Loss: 0.4046, Acc: 81.73%
Epoch [7/10], Loss: 0.3741, Acc: 83.64%
Epoch [8/10], Loss: 0.3483, Acc: 84.74%
Epoch [9/10], Loss: 0.3321, Acc: 85.53%
Epoch [10/10], Loss: 0.3071, Acc: 86.65%
Test Accuracy: 79.39%

--- Config: Act=leaky_relu, Init=random, Optim=rmsprop ---
Epoch [1/10], Loss: 0.7596, Acc: 62.56%
Epoch [2/10], Loss: 0.5635, Acc: 70.99%
Epoch [3/10], Loss: 0.5133, Acc: 74.79%
Epoch [4/10], Loss: 0.4614, Acc: 78.73%
Epoch [5/10], Loss: 0.4244, Acc: 80.80%
Epoch [6/10], Loss: 0.3897, Acc: 82.68%
Epoch [7/10], Loss: 0.3590, Acc: 84.22%
Epoch [8/10], Loss: 0.3334, Acc: 85.28%
Epoch [9/10], Loss: 0.3101, Acc: 86.62%
Epoch [10/10], Loss: 0.2890, Acc: 87.41%
Test Accuracy: 79.83%

Best Custom Configuration: {'act': 'leaky_relu', 'init': 'kaiming', 'opt': 'adam'} with Acc: 88.66%
